true_A (Shape),true_w (Loss Aversion),true_a (Learning Rate),true_c (Consistency),rmsse_median,rmsse_p90,n_successful,convergence_rate,bias_A (Shape),std_A (Shape),shapiro_p_A (Shape),bias_w (Loss Aversion),std_w (Loss Aversion),shapiro_p_w (Loss Aversion),bias_a (Learning Rate),std_a (Learning Rate),shapiro_p_a (Learning Rate),bias_c (Consistency),std_c (Consistency),shapiro_p_c (Consistency),pct_normal,shapiro_p_median,corr_A (Shape)_w (Loss Aversion),corr_A (Shape)_a (Learning Rate),corr_A (Shape)_c (Consistency),corr_w (Loss Aversion)_a (Learning Rate),corr_w (Loss Aversion)_c (Consistency),corr_a (Learning Rate)_c (Consistency),max_error_corr,nll_median
0.9240436110311044,4.839445253805225,0.4146072141894033,4.026165479217811,0.3141061548282201,0.4218065735807688,100,1.0,-0.0147081099903643,0.1549438707323907,3.966181908906423e-14,-0.5517565429195002,1.0390070560409974,9.143845625719492e-13,0.5381291321697969,0.1112920572017725,4.9731478581358587e-17,-0.4247527716373709,1.4360496466514765,8.907000714217227e-09,0.0,4.770231908305069e-13,0.2282897845059145,0.2497800140533264,0.2936786568165541,0.349159324109201,0.3777516075447859,0.2743622183978005,0.3777516075447859,3.1780538303479458
0.8467586328214629,2.0642706844527376,0.0213535774763101,4.606702884135628,0.0536980433358786,0.1722298810256927,100,1.0,-0.0662199230621994,0.1012426848554545,0.0002402268297609,-0.0226687244905365,0.2754019803578675,5.648139480549089e-13,0.0386449375989102,0.1049285787009065,1.0474030218066141e-18,0.0793203261548251,0.784535864316303,1.6505050938123345e-17,0.0,2.824152265529234e-13,-0.1229098127798858,-0.1792291531258405,0.055322783346918,-0.803934466215228,0.0845628225244009,-0.0145766379604771,0.803934466215228,9.81414185219718
0.1193380732101477,3.639564182764796,0.9139702642257552,1.3845230292127853,0.1483064187621264,0.2078012299114663,100,1.0,0.0025564289141555,0.0536767546199312,0.0012993445750109,0.6618105043828735,1.073052181362407,3.349424620966947e-13,-0.0248463741732848,0.108127958240178,1.4146060004682737e-07,0.3159402687431094,1.0035936554489715,6.02325570358553e-11,0.0,7.07604163019316e-08,-0.2501822716453454,-0.6103637841923564,-0.4992664080480584,-0.117945077660457,-0.367761863260504,0.2741940497619405,0.6103637841923564,36.05500818993524
0.045449145894936,4.551872028082492,0.3239175629461294,0.2152753563389384,0.2287662510760184,0.494706291853711,100,1.0,0.1601710779362701,0.2304481273180269,1.2331451771782204e-09,-1.1580839971131225,1.950198537859697,2.203108948396533e-12,-0.0068819288120559,0.2818375402017607,4.28447409976802e-07,0.3213396283180582,0.7165238982312456,1.7656293708418833e-14,0.0,6.176741430633084e-10,-0.3876345652845179,-0.2303048793944951,-0.2896790503690445,-0.1752517969021424,-0.2396351977968552,-0.2668776857401995,0.3876345652845179,133.9808528286107
0.3063942058841817,4.69481938870196,0.118326929179134,0.8322499301045562,0.0601753579878475,0.2436435814691267,100,1.0,0.0204379338938988,0.0609598703931186,0.4366370714272832,-0.1508307988862444,0.7404059478089894,1.3966454759725349e-13,0.000445209718107,0.0643001666769535,0.0005168666417442,0.3109908443136356,0.9013249425740965,2.5810206937143056e-15,25.0,0.0002584333209419,-0.3929966726640205,-0.6186039623388345,0.3824795247813618,-0.0153118842091785,-0.0233489129641445,-0.6154977566292218,0.6186039623388345,73.5368704975923
0.7441141923509371,3.2928690046320543,0.7641184363821429,1.7502394577697895,0.295043573056334,0.4076606904478141,100,1.0,0.1668122208700227,0.1500090952782399,7.69281368988344e-14,0.8308611930062889,1.1796112731925608,3.71071263017726e-12,0.1701320651442674,0.1252848249688234,2.109168617991529e-15,1.7830575988703468,1.5234298383948583,1.859788615550636e-09,0.0,1.893820383538047e-12,0.2432664774535295,0.1995648992705547,0.1923463920885914,0.3329477380854342,0.5317408029637986,0.3836846040404332,0.5317408029637986,3.1780538303479458
0.3098034860215528,4.983534530916483,0.2069048544712257,1.6425702421263373,0.0920445150358995,0.2506775341162982,100,1.0,0.0236175344198163,0.0762061895881242,0.524996218026066,-0.3398015294993199,0.6141773778549926,2.471019518072877e-14,-0.0123361005911894,0.0792588299231966,0.0296315767402433,0.6948668705912437,0.9811359957455088,5.35283404824243e-08,25.0,0.0148158151342919,0.0276601399033453,-0.8588366271377204,0.1107003048318253,-0.2645647914161748,-0.1109823144435079,-0.2096643364909542,0.8588366271377204,19.60779120661536
0.1064631571079987,0.5539699716239397,0.2053668747995811,4.479597648595116,0.270769917500574,0.6168905245874249,100,1.0,0.3302614033948155,0.379253898680302,7.153438629835822e-10,-0.0551243745533171,0.5753435238192033,9.15329591314213e-11,0.036385862517103,0.2233821262547838,8.07914797775453e-14,-1.1432430823703823,1.9516995030297448,1.701710928616727e-11,0.0,5.427503420879428e-11,-0.4118019579802077,0.358732925921117,-0.4377824044994464,-0.3157487012018888,0.2159051191249197,0.0017720665956519,0.4377824044994464,32.18200559947973
0.2671952621239093,2.908315307169666,0.920462225922297,2.4658273012185994,0.3581730055930582,0.5010212813356938,100,1.0,0.3856359102294678,0.2869124523400633,5.428887959567281e-08,0.0413555566566065,1.4989883998090543,8.534502942917277e-08,-0.2317735427091732,0.2957891978632095,4.434442313437711e-10,1.1769872232034289,1.5868820392837988,2.3971873243727486e-10,0.0,2.7366161913508288e-08,0.4401834667228289,-0.5900586642573555,-0.5466007889986806,-0.4631406338391027,-0.3700595429414128,0.491354803473771,0.5900586642573555,4.635930823748389
0.4979094989433932,1.4526136682335873,0.5929299873268667,3.3031724173671235,0.3822399395272097,0.4222673048984373,100,1.0,0.3750406956070287,0.1920454443252242,3.800367003398889e-13,1.20944208463994,1.1056673303513729,2.762428202769324e-09,-0.3445683393130869,0.1593898351718485,9.370109290974648e-12,0.9950133318635076,1.1199566086672768,2.0331823803546483e-13,0.0,4.875072995657268e-12,0.0998877957813337,-0.8263813669654334,-0.1841424733972928,-0.1844324953443727,-0.3932880655348147,0.2767756060720785,0.8263813669654334,3.178209627213662
