true_A (Shape),est_A (Shape),true_w (Loss Aversion),est_w (Loss Aversion),true_a (Learning Rate),est_a (Learning Rate),true_c (Consistency),est_c (Consistency),err_A (Shape),abs_err_A (Shape),err_w (Loss Aversion),abs_err_w (Loss Aversion),err_a (Learning Rate),abs_err_a (Learning Rate),err_c (Consistency),abs_err_c (Consistency),global_error
0.952427151886699,1.0,2.023010192357606,5.0,0.1875260926184685,0.14691505020279902,1.318134627295548,2.1583037949624604,0.04757284811330098,0.04805338193262725,2.976989807642394,0.596591143816111,-0.040611042415669485,0.04102125496532271,0.8401691676669123,0.16837057468274794,0.3115531712938048
0.18986518881401748,0.2574560896129795,0.8602871439682203,0.7483695168119541,0.8288537451071877,0.8421961909084089,4.6271271788616,3.1400618520496604,0.06759090079896202,0.0682736371706687,-0.11191762715626619,0.022428382195644525,0.013342445801221237,0.013477217981031553,-1.4870653268119396,0.29800908352944677,0.15342373604742116
0.03866695968860733,0.1729532380436484,1.2915243229361135,2.782894441958868,0.28894562257760664,0.2592015819479555,3.6015555559965975,1.2100690918141757,0.13428627835504106,0.1356427054091324,1.4913701190227544,0.2988717673392293,-0.029744040629651136,0.0300444854844961,-2.391486464182422,0.4792558044453751,0.2908230020329353
0.061738874394440243,0.7490402056049122,0.8013328504957411,0.20628368361499147,0.91247366294118,1.0,0.22769566544908673,0.01251135246155569,0.687301331210472,0.6942437688994667,-0.5950491668807496,0.11924833003622236,0.08752633705881996,0.08841044147355552,-0.21518431298753105,0.04312310881513648,0.3556228984287974
0.33420148458076954,0.2891560873461723,2.362037265458241,2.3371062422754774,0.42299487603174935,0.47827304465900433,4.580580710286339,5.0,-0.04504539723459722,0.0455004012470679,-0.024931023182763745,0.004996197030613977,0.05527816862725499,0.05583653396692423,0.4194192897136606,0.08405196186646505,0.05540239010515267
0.9503535325558283,1.0,1.1422354254235165,0.9765143285072202,0.48118186850516637,0.620778322829076,1.0633757608118013,5.0,0.04964646744417167,0.05014794691330472,-0.16572109691629633,0.03321064066458844,0.1395964543239096,0.14100651951910062,3.9366242391881987,0.7889026531439276,0.40182956521309837
0.05305615518976616,0.015513068458897793,3.668657890857435,5.0,0.6725283172346364,0.5843306864801169,1.573989278186384,1.9683458199618262,-0.03754308673086837,0.03792230982915997,1.331342109142565,0.2668020258802735,-0.08819763075451947,0.08908851591365603,0.3943565417754422,0.07902936708926697,0.1473124461194851
0.7645987936089677,1.0,1.1969485844800185,5.0,0.8900432994379183,1.0,1.97848402787775,0.7747212990518824,0.23540120639103235,0.23777899635457814,3.8030514155199815,0.7621345522084131,0.10995670056208173,0.11106737430513307,-1.2037627288258677,0.24123501579676707,0.4206893810339203
0.43980100357731866,0.1763018170871095,1.4498006311656884,5.0,0.8413858078617269,0.9092956491882365,4.298208579276527,5.0,-0.26349918649020915,0.2661607944345547,3.5501993688343116,0.7114627993655935,0.06790984132650957,0.06859579931970664,0.701791420723473,0.14063956327123706,0.3877840100547577
0.1788551206588076,0.19258391323438423,1.58614255562934,1.5688263158955427,0.8401479462063102,0.8917958140728158,0.9260797220507115,0.6909031758322502,0.013728792575576632,0.013867467248057203,-0.017316239733797367,0.003470188323406286,0.05164786786650566,0.05216956350152087,-0.2351765462184613,0.047129568380453166,0.03587202401086003
0.14190949313731546,0.1824683016096609,3.1346832951178225,1.861426924758716,0.806587271474672,0.7780884538082682,4.025315797133581,5.0,0.04055880847234544,0.04096849340640954,-1.2732563703591064,0.255161597266354,-0.02849881766640383,0.02878668451151902,0.9746842028664187,0.19532749556441256,0.1626094722795534
0.3558860884973421,0.48074757517826916,4.183538349411011,3.6178849413166954,0.3102269590987697,0.23928186504658508,1.8864951989456906,1.6516874841939686,0.12486148668092706,0.12612271381911824,-0.5656534080943154,0.11335739641168645,-0.0709450940521846,0.07166171116382283,-0.23480771475172202,0.04705565425886213,0.09500851765367167
0.42885281546065723,0.9749447588162677,1.2501102569627827,2.534112060053745,0.9759149224070454,0.8094754866643126,3.8596081803987485,0.4767164827025995,0.5460919433556105,0.5516080235915257,1.2840018030909623,0.2573149905993912,-0.1664394357427328,0.16812064216437655,-3.382891697696149,0.67793420795514,0.46323367664582615
0.09132992511611411,0.07041456590864716,1.3191135891706052,1.1824837971614914,0.18542365209033237,0.19560462190777156,4.324201793472553,5.0,-0.020915359207466955,0.021126625462087833,-0.13662979200911374,0.02738071984150576,0.010180969817439184,0.010283807896403216,0.675798206527447,0.1354305023101096,0.07007712855003602
