true_A (Shape),true_w (Loss Aversion),true_a (Learning Rate),true_c (Consistency),contraction_A (Shape),post_std_A (Shape),ess_A (Shape),contraction_w (Loss Aversion),post_std_w (Loss Aversion),ess_w (Loss Aversion),contraction_a (Learning Rate),post_std_a (Learning Rate),ess_a (Learning Rate),contraction_c (Consistency),post_std_c (Consistency),ess_c (Consistency),post_corr_A (Shape)_w (Loss Aversion),post_corr_A (Shape)_a (Learning Rate),post_corr_A (Shape)_c (Consistency),post_corr_w (Loss Aversion)_a (Learning Rate),post_corr_w (Loss Aversion)_c (Consistency),post_corr_a (Learning Rate)_c (Consistency),max_post_corr,mean_contraction,min_ess
0.08998239232237423,2.3727726545824144,0.6838255498097155,2.4715055524759015,0.9793011341917524,0.04111666164572005,507.22204707375624,0.6944080243272164,0.7963076642358928,392.05381218816007,0.857534797732257,0.10786957585537224,443.69703225077086,0.7528415828415638,0.7161394942727511,395.48111095040355,-0.12118695823070377,-0.7343520042684105,-0.43834297235382774,0.052503937366748944,-0.42804456061245805,0.15462126987348832,0.7343520042684105,0.8210213847731973,392.05381218816007
0.9591137770971788,3.7306485885437826,0.47042768316580325,3.113562390310913,0.5567356108736446,0.19027248613999626,293.2628903746271,0.4223673510774065,1.094802521060209,287.9401260968505,0.767846271944048,0.13769951248631884,322.5573783618902,0.14829906639860013,1.329393295729554,299.6665755669467,-0.10368806667546163,-0.3701272774555538,-0.1555015342401917,-0.16212610308986547,-0.020488790046863933,0.02660216009373871,0.3701272774555538,0.4738120750734248,287.9401260968505
0.9395763106195467,2.675276535848332,0.7112111296114849,0.06363650609299783,0.5853366461429081,0.18403159898853777,205.2047657816093,0.8208765328632283,0.6096578442080123,325.0627071356393,0.8196931334471859,0.12135305239548405,334.892255573393,0.9405707164476094,0.3511641476791734,224.8618660171735,-0.19899467078485056,-0.6176128161410118,-0.8132880234001109,-0.003455974073706281,0.1516327787853918,0.38713163965451697,0.8132880234001109,0.7916192572252329,205.2047657816093
0.8947162886319941,0.9906911967537116,0.8476639640476012,3.4519620868356182,0.6116721669367006,0.17809176220545683,292.25273803059804,0.4392669132796023,1.0786685439561812,291.00430853444254,0.7279556976823298,0.14906112300595256,262.7287433964828,0.13703755702083587,1.3381533023295415,297.70958523339186,-0.11234924997389108,-0.3873532398407939,-0.13854508678742367,-0.1768179409880977,-0.09681841642203425,0.037223422370948875,0.3873532398407939,0.4789830837298672,262.7287433964828
0.4013124549295362,2.629697865722342,0.9724509212502221,1.2700444598290983,0.5785754542927236,0.1855258735881381,280.12638147193627,0.4318758776031255,1.0857542485945895,237.57659105248914,0.7503818170035246,0.14278503106501442,310.0473762520681,0.14420909771811785,1.332581424838932,261.6076943584946,-0.1290551731768836,-0.3558888032358158,-0.17426707880483075,-0.13895100354818915,-0.06299498632652954,0.053203499783115796,0.3558888032358158,0.4762605616543729,237.57659105248914
0.9071955779702688,3.6902328058087273,0.4021876139886065,2.0612332560460223,0.5323267050088698,0.19544108157805654,344.2233605714836,0.5212101609010341,0.9967411429481982,234.86436382322051,0.7223306459921428,0.15059430430328943,302.9338101780499,0.17017922164980004,1.3122061691098006,318.5418011843437,-0.09700723716713622,-0.886389597464442,-0.19135361849112353,-0.273345700633538,0.035004063252502125,0.1366825058357497,0.886389597464442,0.4865116833879617,234.86436382322051
0.33744406549672123,4.0043503201860196,0.05621746692630873,1.611657608118012,0.9430316115124651,0.06821211864265331,351.5496704445189,0.7495610331641589,0.7208765103509481,252.49431813668244,0.995400296122024,0.01938248730771394,202.25831332449064,0.5844343192562984,0.9286023102440142,199.67940369166237,-0.5960516369780132,-0.1367133984500247,-0.4311759639839156,-0.4741797737191633,0.7162931503391309,-0.671999963523924,0.7162931503391309,0.8181068150137365,199.67940369166237
0.44601026378890973,4.165827179560965,0.981919709950476,4.406381577485196,0.5522936197458204,0.19122347818000834,292.7082893072897,0.4777796533481037,1.0409666522703345,271.45401939698036,0.728948155484628,0.14878897607280253,283.26363118545305,0.18521401006258664,1.3002644804051915,291.995011411853,0.010717992653216758,-0.405594043027568,-0.10302825080317263,-0.23512765572167535,-0.06976561638375241,-0.028815947818938537,0.405594043027568,0.4860588596602847,271.45401939698036
0.028584696469126293,3.1138176886460482,0.4489376442936406,1.4235552193573133,0.9852765617107806,0.03467761269568582,393.00765800329435,0.5473836085054591,0.9691144329512563,300.9485233091005,0.9045797103039918,0.08828053104122942,352.06649019041043,0.811163462572377,0.6259691596238026,314.6038918762804,-0.12864101012282286,-0.23117082631565727,-0.22316083492648883,0.01420949480656259,-0.7856015502314003,-0.2200016746537842,0.7856015502314003,0.8121008357731521,300.9485233091005
0.29943715843893476,3.229013720981709,0.31216901498716493,4.8654013353499375,0.9447726347065879,0.0671617082893179,407.1132019130581,0.7678683329959661,0.6940282007699173,434.2837165499803,0.9419585234051727,0.06885156208019189,402.3184300423148,0.6493324683717532,0.8530170281758991,359.0110101151291,-0.14054489019822308,-0.9486134873341268,-0.3048959940448377,0.11753754176543858,-0.18351942578593,0.3472265693351752,0.9486134873341268,0.82598298986987,359.0110101151291
